DOC_NO,PLANT,STAGE,OEM,VEH,PJT,OCC_DATE,REG_DATE,RETURN_YN,RTN_DATE,CTM_DATE,HK_FAULT_YN,COMP_DATE,STATUS,LOCATION,MARKET,M_CODE,TYPE_NAME,CAT_NAME,SUB_CAT_NAME,D2_PROBLEM,D0_EMERGENCY,D4_SMMY,D8_RESULT,D4_ROOT_CAUSE,D5_COUNTERMEASURE,URL
QI-2024-00133,JP,Mass Production,Toyota,Sienna,031D,2024-10-07,2024-10-10,Y,2024-10-10,2024-11-04,N,2024-11-06,Complete,Filed,ASIA(China),1026750,Damaged(Undefined),Damaged Tire,T/D,"The number of complaints about tire T/D deformation in the Toyota Sennia aftermarket has significantly increased, and QA T has returned partial tire analysis. At present, GTMC QA has paid attention to this issue and requested a written report.",Invite related departments to analyze the returned fetus,"本次Sienna轮胎胎面变形非制造原因及异常使用造成，应为轮胎长期暴露在湿热环境下的雨水或水中，水分渗入轮胎后引起的钢带受潮，钢帘线与橡胶分离，导致胎面鼓起变形。
The deformation of the Sienna tire tread this time is not caused by manufacturing reasons or abnormal use. It should be due to the tire being exposed to rainwater or water in a humid and hot environment for a long time. The moisture seeped into the tire, causing the steel strip to become damp and the steel cord to separate from the rubber, resulting in bulging and deformation of the tread.","本次Sienna轮胎胎面变形非制造原因及异常使用造成，应为轮胎长期暴露在湿热环境下的雨水或水中，水分渗入轮胎后引起的钢带受潮，钢帘线与橡胶分离，导致胎面鼓起变形。
The deformation of the Sienna tire tread this time is not caused by manufacturing reasons or abnormal use. It should be due to the tire being exposed to rainwater or water in a humid and hot environment for a long time. The moisture seeped into the tire, causing the steel strip to become damp and the steel cord to separate from the rubber, resulting in bulging and deformation of the tread.",The inspection results of the steel curtain wire storage show that the performance is OK,NA,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=24160E2646C68F79E0633C071FCA44CA
QI-2024-00132,JP,Mass Production,China Local,N50AB,N50AB,2024-09-27,2024-09-28,N,null,2024-10-06,Y,2024-10-06,Complete,In-Line(OE),ASIA(China),1027660,Logistic,Warehouse/Delievery,Mixing,"北汽 镇江工厂 反馈 我司 轮胎 出现  等级 混合 发货，要求我司出库时管理
BAIC Zhenjiang factory Feedback Our tires  grade mixed shipments, require our company to manage them at the time of shipment","邀请镇江装胎厂协助区分管理
Invite Zhenjiang Assembly plant to help distinguish management","现在越来越多轮胎实行等级4元化管理，入库/出库完全依靠人工目视来区分，容易发生错误
Now more and more tires implement grade 4 management, Inbound / outbound is completely dependent on manual visual distinction, prone to errors.","1.工厂入库/出库 轮胎Marking点 区分 管理 再教育，混装再发生防止
   Inbound /outbound Tyre Marking point Classification Management Re-education, mixed re-occurrence prevention
2.现在越来越多轮胎实行等级4元化管理，入库/出库完全依靠人工目视来区分，容易发生错误，程序管理开发检讨邀请
   Now more and more tires implement grade 4 management, Inbound / outbound is completely dependent on manual visual distinction, prone to errors，Invitation to Review Program Management Development",出库时，出库检查人员，未及时发现，导出出库混点,1.现场人员再教育，针对点的样式目视化管理,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=2328C66EF0C4037DE0633C071FCA0CBB
QI-2024-00132,JP,Mass Production,China Local,N50AB,N50AB,2024-09-27,2024-09-28,N,null,2024-10-06,Y,2024-10-06,Complete,In-Line(OE),ASIA(China),1027660,Logistic,Warehouse/Delievery,Mixing,"北汽 镇江工厂 反馈 我司 轮胎 出现  等级 混合 发货，要求我司出库时管理
BAIC Zhenjiang factory Feedback Our tires  grade mixed shipments, require our company to manage them at the time of shipment","邀请镇江装胎厂协助区分管理
Invite Zhenjiang Assembly plant to help distinguish management","现在越来越多轮胎实行等级4元化管理，入库/出库完全依靠人工目视来区分，容易发生错误
Now more and more tires implement grade 4 management, Inbound / outbound is completely dependent on manual visual distinction, prone to errors.","1.工厂入库/出库 轮胎Marking点 区分 管理 再教育，混装再发生防止
   Inbound /outbound Tyre Marking point Classification Management Re-education, mixed re-occurrence prevention
2.现在越来越多轮胎实行等级4元化管理，入库/出库完全依靠人工目视来区分，容易发生错误，程序管理开发检讨邀请
   Now more and more tires implement grade 4 management, Inbound / outbound is completely dependent on manual visual distinction, prone to errors，Invitation to Review Program Management Development",物流轮胎入库时，发生混放，导致出库时未及时发现,1.现场人员再教育；2.物流出库PDA扫描程序再优化,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=2328C66EF0C4037DE0633C071FCA0CBB
QI-2024-00131,JP,Mass Production,BYD,Song L,UFEB / UFEC,2024-09-23,2024-09-27,Y,2024-09-27,2024-10-06,Y,2024-10-06,Complete,Filed,ASIA(China),1034382,Manufacturing,Foam,Detach,"比亚迪 售后轮胎 反馈 客户车辆行驶时有抖动，总成检测，轮胎拆卸后，发现 海绵脱落（目前该情况已上报至BYD SQE）
BYD 4S store Feedback Customer vehicle shaking while driving, after detection,then tire disassembly, found Foam off.（This issue has been reported to BYD SQE）
车型/Vehicle：Song L","9月27日开始邀请BYD 轮胎 返回 工厂 进行 分析
Sep. 27. Invited BYD to back the issue tire to the factory for analysis",激烈驾驶导致海绵脱落，使用因,"a.从 返回胎 静音棉 脱落 样像 以及 生产过程追溯 结果来看，静音棉 贴附 作业 过程 无异常
a.From the surface of Foam of return tire and the  traceability of the production process, there is no abnormality in the process 
b. 从静音棉&胶水入库追溯及静音棉返回后强度分析来看，静音棉及胶水的性能均满足要求
b.According to the income checksheet of Foam/Glue and inspection of Foam of return tire， meet the requiement. 
c.返回胎 静音棉 表面 存在 明显 损伤，且对应轮胎外表面也存在损伤，本次静音棉脱落可能为外力损伤（如路面台阶等） 导致静音棉局部损伤，引起局部撕裂脱离，经过长期行驶下，逐步导致静音棉整体脱落发生
c.Check the surface of return tire Foam，the surface of Foam is obviously damaged, and the outer surface of the corresponding tire is also damaged.  
    So the Foam seprate from tire may be damaged by external force (such as road steps). ",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=23142CD587D07202E0633C071FCA3A15
QI-2024-00130,DP,Mass Production,HMC,Avante,CN7,2024-09-26,2024-09-27,N,null,2024-11-27,Y,2024-12-10,Complete,In-Line(OE),ASIA(Korea),1024034,In-Line,Marking,"UNM
(Uniformity No marking)","1. 발생 일자 : 9월26일(목) 15:00~
    ※ 최초 발생은 8월12일이후 
2. 발생 규격 : 225/45R17  HEV포함 2규격(M-code 1024034 , 1028628)
3. 발생 장소 : 3공장 인라인 타이어&휠 조립라인 마크매쳐 장비
4. 발생 현상 : U/F마킹 없음
 ※ 날인 상태 표준(정상) : 지워짐 없어야하고 마킹크기 12mm기준 2/3이상 날인되어 있어야함(색상 밝은 분홍)
5. 발생 수량 : 2ea ( DOT  3424) 
                        8/12~9/26일까지 11ea(생산주차 다양함)","6. 대응 및 조치 사항
 1)최초 발생시점부터 대전QA팀 즉시 공유 
2)유니포미티 마킹 날인 상태 조사 결과 마킹 날인 표준 위치 벚어나 널링면에 날인되면서 융착성 저조
    출하검사에서 다수 수량 수작업 마킹 재작업 실시.(출하검사 업무 loss)
3)9월10일  225/45R17 대전 유니포미티 마킹 날인 상태 조사 : 표준날인위치 양호
  ▶ CN7 17인치 측정설비 유니포미티 마킹 날인 상태 점검 및 표준 날인 위치 준수 요청(윤종석님 확인)
4)울산3공장 보전3부  협조 요청
  : 마킹 지워짐 대전공장 공유 및 개선 요청으로  이슈 없도록 협조 요청 : 품질담당은  미공유 상태
    보전3부 9월26일 발생되어 마킹 개선 요청으로 대전QA팀 협의 마킹 이슈 재발생 방지 개선 수립 실시 예정
5)인라인 모니터링 : 마킹 날인 품질 확보시점까지

7. 기타 (첨부) : CN7차종 공급타이어 전사양 마킹 날인 표준(신차 공급시점부터 작성 및 대전공장 배포 완료)",U/F 마킹장치 틀어짐에 따른 널링부 마킹으로 선명도 저하,"1. 발생 일자 : 9월26일(목) 15:00~
    ※ 최초 발생은 8월12일이후 
2. 발생 규격 : 225/45R17  HEV포함 2규격(M-code 1024034 , 1028628)
3. 발생 장소 : 3공장 인라인 타이어&휠 조립라인 마크매쳐 장비
4. 발생 현상 및 원인 : U/F 마킹날인위치가 널링면 날인 되면서 융착성 저조로 지워지면서(외부 마찰등) 앗세이 마크 매칭 불일치(에러발생)
 ※ 날인 상태 표준(정상) : 지워짐 없어야하고 마킹크기 12mm기준 2/3이상 날인되어 있어야함(색상 밝은 분홍)
5. 발생 수량 : 2ea ( DOT  3424) 
                        8/12~9/26일까지 11ea(생산주차 다양함)
6. 조치 사항(대전 QA팀) :  문제 2규격 유니포미티 날인 표준(날인위치,선명도) 점검 및 재설정 적용
   ▶ 날인 위치 재설정(표준준수) 앗세이 마크매칭 불일치 미발생",주기적인 마킹상태 점검 및 관리,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=23119C31205F62DBE0633C071FCA8757
QI-2024-00129,HP,Mass Production,Ford,F-Series,P558,2024-09-14,2024-09-25,N,null,2024-10-07,Y,2024-10-08,Complete,In-Line(OE),North America,3003713,In-Line,Marking,"UMM
(Uniformity Miss marking)",Dull Reddot cannot be read on vision system,Invite the North American team to assist in handling.,"1.As of Hankooktire had lots of Reddot issue, Hankooktire tried lots of test internally so to solve issues like erasing, cracking etc.
2.Hankooktire found “Binglishi Tape” is most effecitve(in China) so request considering changing remarking from APV to Binglishi to STA (Shem Wang)
3.As of durability of Binglishi Tape is to be defined fistly, Hankooktire delivered to PGL(RDC) 451ea tires with Binglishi Tape and Quality side requested PGL to remark and send.
4.Eventhough durability was checked and SREA was to being checked, 20ea tires were delivered without remarking.",NA PGL warehouse human error caused 20ea tires (Binglishi sticker test tires) to escape to Ford.,Human error made escape of 20ea tires （Binglishi Sticker test tire）to Ford.,HK will prohibit the test products from being sent to Ford until Ford agrees.,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=22ECB2A696225C7FE0633C071FCA66F9
QI-2024-00128,DP,Mass Production,Ford,Transit,V363N,2024-09-23,2024-09-24,N,null,2024-10-22,N,2024-10-22,Complete,In-Line(OE),North America,2020826,Damaged(Undefined),Damaged Tire,"Bead (KB, etc)","Getting tires too small causing broken valve stems. (Ford Comment on system)
Ford is saying that based on the dimension of tire, TPMS (Tire Pressure Monitoring System)  is being broken. 
Two tires will be delivered. 
Ford is requesting HK to tire data verified. (No specific data required especially)
Given Barcode : 1717239028 (Build : 2024.05.25)",Request DP)QC teams to check dimension of tire and bead  within two months of before & after tires of issued. ,"1. 현상 : 타이어 비드부 휠과 장착이 제대로 안되 TPMS Broken 현상 발생 
2. 원인 : 기기검사(U/F,D/B) 측정후 출하시 타어어 적재 및 상차 이후에서 변형된 것으로 추정","TPMS can be interferred with bead when assemblying considering the position. 
Hankooktire do not know how they position tire on specific wheel position. 
With 8D given, Ford closed issue and do not know the exact reason.
(8D was shared with D3 filled)",타이어 적재 및 운송,출하시 타이어 적재 및 운송 과정에서 변형이 발생된 것으로 추정됨,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=22D72B6C1EA4C7C0E0633C071FCA05D0
QI-2024-00128,DP,Mass Production,Ford,Transit,V363N,2024-09-23,2024-09-24,N,null,2024-10-22,N,2024-10-22,Complete,In-Line(OE),North America,2020826,Damaged(Undefined),Damaged Tire,"Bead (KB, etc)","Getting tires too small causing broken valve stems. (Ford Comment on system)
Ford is saying that based on the dimension of tire, TPMS (Tire Pressure Monitoring System)  is being broken. 
Two tires will be delivered. 
Ford is requesting HK to tire data verified. (No specific data required especially)
Given Barcode : 1717239028 (Build : 2024.05.25)",Request DP)QC teams to check dimension of tire and bead  within two months of before & after tires of issued. ,"1. 현상 : 타이어 비드부 휠과 장착이 제대로 안되 TPMS Broken 현상 발생 
2. 원인 : 기기검사(U/F,D/B) 측정후 출하시 타어어 적재 및 상차 이후에서 변형된 것으로 추정","TPMS can be interferred with bead when assemblying considering the position. 
Hankooktire do not know how they position tire on specific wheel position. 
With 8D given, Ford closed issue and do not know the exact reason.
(8D was shared with D3 filled)",BIC,해당 Lot BIC Sampling 5개 측정결과 Spec 기준에 만족함,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=22D72B6C1EA4C7C0E0633C071FCA05D0
QI-2024-00128,DP,Mass Production,Ford,Transit,V363N,2024-09-23,2024-09-24,N,null,2024-10-22,N,2024-10-22,Complete,In-Line(OE),North America,2020826,Damaged(Undefined),Damaged Tire,"Bead (KB, etc)","Getting tires too small causing broken valve stems. (Ford Comment on system)
Ford is saying that based on the dimension of tire, TPMS (Tire Pressure Monitoring System)  is being broken. 
Two tires will be delivered. 
Ford is requesting HK to tire data verified. (No specific data required especially)
Given Barcode : 1717239028 (Build : 2024.05.25)",Request DP)QC teams to check dimension of tire and bead  within two months of before & after tires of issued. ,"1. 현상 : 타이어 비드부 휠과 장착이 제대로 안되 TPMS Broken 현상 발생 
2. 원인 : 기기검사(U/F,D/B) 측정후 출하시 타어어 적재 및 상차 이후에서 변형된 것으로 추정","TPMS can be interferred with bead when assemblying considering the position. 
Hankooktire do not know how they position tire on specific wheel position. 
With 8D given, Ford closed issue and do not know the exact reason.
(8D was shared with D3 filled)","기기검사 (U/F, D/B)","U/F, D/B Rim 장착후 기기검사 완료 (U/F:2등급, D/B:1등급)",https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=22D72B6C1EA4C7C0E0633C071FCA05D0
QI-2024-00127,KP,Mass Production,Ford,F-150,P702,2024-09-16,2024-09-19,N,null,2024-10-08,Y,2024-10-10,Complete,In-Line(OE),North America,1024247,Logistic,Warehouse/Delievery,Mixing,"On 24.09.16 (Mon) 7mm Reddot marked tires with 34tires were detected on Ford in-line. 
Therefore Ford requested Hankook that they will hire CER to sort out all. 
(Based on mail from Ford, complex reddot issue exists like 7mm reddot / faded out / double reddot but in this issue 7mm reddot is main)","Mr. Noh, Yuseok visted Hearn(3rd party logistics company of Ford). 
Checked the q'ty on Vayarn (3rd party logistics company of Ford) ▶ 4,797ea exists on Vayarn with DOT2924 & DOT3124.

- 24.09.25 Updated -
This was found Fitment or RE tires were delivered to Ford not to make shortage on Ford. 
Above was decided HK internally and not shared.",Inbound emergency rework due to low inventory. No marking rework instructions,"Due to block shortage, Sales team decided to deliver REP tires to OE. 
As of several REP tires were not remarked, 6mm marked tires were delivered to Ford. (Logistics missed several)
Eventhough 8D is being reviewed but got approval by sales team, herein attach updated version which was updated on Ford portal. (Globally closed but several items are updating with the request of Ford Korea)",1. Inbound emergency rework due to low inventory. 2. No marking rework instructions,1. Preparation and training of marking rework instructions,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=226DEAA7CFE0DDFAE0633C071FCAA680
QI-2024-00126,MP,Mass Production,VW,ID.4,VW316/6EU_B,2024-09-11,2024-09-13,N,null,2024-10-02,N,2024-10-02,Complete,Filed,ASIA(Korea),1025659,Manufacturing,Defect,"Light
(LS, LT etc)","고속도로에서 주행 중 타이어 터져서 Tread 나갔음 파손되어 벨트나 트레트 구간이 모두 벗겨져 나간 상태입니다.
인원 피해 없음

While the car owner  driving on the highway, the tire burst, causing the tread to come off. The belt and tread areas are completely stripped away, but fortunately, there were no injuries.
DOT : 0323
Size : Front 235/45R20 K127E, Rear 255/45R20 K127E","9/12 이준님 및 한기서 CS원 대구 서비스센터 방문하여 현황 파악 및 원인 조차 실시
On 9/12, Mr. Lee Joon and the CS from Korea Tech. Service team visited the Daegu Service Center to assess the situation and investigate the cause.","Driving with low air pressure caused the repeatedly damage at the same area of  sidewall, and it reach the limit and cause the tire burst.","Driving with low air pressure caused the repeatedly damage at the same area of  sidewall, and it reach the limit and cause the tire burst.",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=21F9F04BB677BC62E0633C071FCAB083
QI-2024-00124,TP,Mass Production,Honda,HR-V,3W0A,2024-09-09,2024-09-10,N,null,2024-10-08,N,2024-10-09,Complete,In-Line(OE),North America,1025718,Manufacturing,Defect,Bulge,Honda associates discovered this issue while tire mounting process in their production line. HONDA HR-V 215/60R17 H436 does have a bulge as tire picture attached. ,Trying to find the root cause of this issues that where this issue coming from our process.,The issue tire came where operator using the last length of carcass and change the cart for HR-V 17-inch tire. This tire has higher cycle time because operator had to clear the ball up. ,The issue tire came where operator using the last length of carcass and change the cart for HR-V 17-inch tire. This tire has higher cycle time because operator had to clear the ball up. ,The issue tire came where operator using the last length of carcass and change the cart for HR-V 17-inch tire. This tire has higher cycle time because operator had to clear the ball up.,Optimize the bulge sensor location on sidewall during the Uniformity process,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=21B39178181CC1EAE0633C071FCAB623
QI-2024-00123,TP,Mass Production,Honda,HR-V,3W0A,2024-09-09,2024-09-10,N,null,2024-10-01,N,2024-10-02,Complete,In-Line(OE),North America,1025718,Manufacturing,Defect,"Tread color line
(MTM, etc)",Honda associates discovered this issue while tire mounting process in their production line. HONDA HR-V 215/60R17 H436 do not have a tread color line as picture attached in right NG tire. The barcode is 7967444392 and DOT 2524,Trying to find the root cause of this issues that where this issue coming from our process. ,"Paint systems are being ran manually, need parts, and need to be retrofitted. Other cause of paint loss is from scorch hitting the attenuator, causing the needle to be raised, and reset to up position. Missing Tread Marking (MTM) system will detect this defect 
however, will not remove automatically. ","It is the last cart made for HR-V 18"" tread then after we made the RE tread, so the extruding operator lift the paint applicator before the end of the last tread.","Scorch, machine function, and operator error",Need to improve paint system and detection system,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=21B202EE4862B76AE0633C071FCA77FA
QI-2024-00125,MP,Mass Production,BMW,5-series/X1,G60 /U11,2024-09-10,2024-09-10,Y,2024-10-14,2024-11-07,Y,2024-11-08,Complete,In-Line(OE),Europe,1026883,Manufacturing,Defect,"Air
(AUS, BI etc)",Tire has found with Light Sidewall (LS ) nonconformity.,"Review stock, production and quality history.",LS nonconformity tire was produced. We take it into account when evaluating the employee.,Reinforced Quality mind education include this LS NCF (at BMW) in order to make more meaning to focus this nonconformity. ,The visual and shipping inspectors did not detect the LS nonconformity and did not send it to the repaire process.,Education material preparation. We have to strongly make education to  QA inspectors in order to prevent shipping out LS NCF tires.,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=21C4994A734F3CFCE0633C071FCA32FD
QI-2024-00122,KP,Mass Production,GM,TBD,9BQX,2024-09-09,2024-09-09,N,null,2024-09-10,N,2024-09-11,Complete,In-Line(OE),ASIA(Korea),1026754,Manufacturing,Defect,"Tread color line
(MTM, etc)",Persistent vision equipment recognition error on OE In-line due to light tread color line.,"In consultation with OE, HK have adjusted the T/D color line recognition rate on the equipment until 10/4 so that it will pass even if the T/D color line is light.","제조공정 확인결과, 색선 양호함 ","1.Clean Point : 9/1 이후 생산품

2.재고 처리 : 9/1 이전 생산품에 대한 처리방안

 -약 26,000개 10/7 공급까지 소진. 소진까지 색선 비젼 장비 BYPASS 적용

3.색선 변경 검토 : 녹색 → 분홍

 -Goodyear 적색 적용중으로 변경 불가. 대체 색상 추가 공유해주면 GMK와 협의하여 변경 진행

4.한도 견본 송부 

 -KP)품질관리팀 : 최소 품질 확보 가능 샘플 확보하여 한양정밀 송부 (한양정밀 장비 Master로 사용예정)

",색선 편차 발생,롤러타입 적용 (9/9),https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=21A613C16F727035E0633C071FCA0045
QI-2024-00121,JP,Mass Production,Toyota,Others,290D,2024-09-05,2024-09-06,N,null,2024-09-19,Y,2024-09-19,Complete,Non-official(In-line),ASIA(China),1030192,In-Line,Marking,D/B Marking,"天津一汽丰田新能源富维装胎厂投诉225/50R18V H318 （1030192 ）发生一本反打点，正常红黄点打在DOT侧，该本打在了barcodece侧了。
FTEV Fuwei Assy' plant complained that a reverse marking occurred on the 225/50R18V H318 (1030192), with the normal red and yellow markings  hitting the DOT side, while the corresponding dot was hitting the barcode side.
","驻厂员把打反的点擦拭掉，重新在DOT侧补点，轮胎被重新使用了。
The resident wiped off the reversed points and re applied them on the DOT side, and the tires were reused.",员工设备故障发生时 ，未进行确认翻转装置上的轮胎 。,"设备故障 ，修复后员工未确认翻转装置上的轮胎 ，导致反打点发生。
Equipment malfunction, after repair, the employee did not confirm the tire on the flipping device, resulting in a reverse marking.
根本原因改善措施：设备程序增加翻转位置轮胎确认提醒
Root cause improvement measures: Equipment program adds tire confirmation reminder for flipping position",外观检查时 员工遗漏确认,制作反打点重要确认事项书 ，员工重点教育检查,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=216C9394EB5DD51DE0633C071FCA91D2
QI-2024-00121,JP,Mass Production,Toyota,Others,290D,2024-09-05,2024-09-06,N,null,2024-09-19,Y,2024-09-19,Complete,Non-official(In-line),ASIA(China),1030192,In-Line,Marking,D/B Marking,"天津一汽丰田新能源富维装胎厂投诉225/50R18V H318 （1030192 ）发生一本反打点，正常红黄点打在DOT侧，该本打在了barcodece侧了。
FTEV Fuwei Assy' plant complained that a reverse marking occurred on the 225/50R18V H318 (1030192), with the normal red and yellow markings  hitting the DOT side, while the corresponding dot was hitting the barcode side.
","驻厂员把打反的点擦拭掉，重新在DOT侧补点，轮胎被重新使用了。
The resident wiped off the reversed points and re applied them on the DOT side, and the tires were reused.",员工设备故障发生时 ，未进行确认翻转装置上的轮胎 。,"设备故障 ，修复后员工未确认翻转装置上的轮胎 ，导致反打点发生。
Equipment malfunction, after repair, the employee did not confirm the tire on the flipping device, resulting in a reverse marking.
根本原因改善措施：设备程序增加翻转位置轮胎确认提醒
Root cause improvement measures: Equipment program adds tire confirmation reminder for flipping position",设备故障发生时 ，员工未进行确认翻转装置上的轮胎 。,员工教育 ，翻转位置 轮胎打点确认,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=216C9394EB5DD51DE0633C071FCA91D2
QI-2024-00121,JP,Mass Production,Toyota,Others,290D,2024-09-05,2024-09-06,N,null,2024-09-19,Y,2024-09-19,Complete,Non-official(In-line),ASIA(China),1030192,In-Line,Marking,D/B Marking,"天津一汽丰田新能源富维装胎厂投诉225/50R18V H318 （1030192 ）发生一本反打点，正常红黄点打在DOT侧，该本打在了barcodece侧了。
FTEV Fuwei Assy' plant complained that a reverse marking occurred on the 225/50R18V H318 (1030192), with the normal red and yellow markings  hitting the DOT side, while the corresponding dot was hitting the barcode side.
","驻厂员把打反的点擦拭掉，重新在DOT侧补点，轮胎被重新使用了。
The resident wiped off the reversed points and re applied them on the DOT side, and the tires were reused.",员工设备故障发生时 ，未进行确认翻转装置上的轮胎 。,"设备故障 ，修复后员工未确认翻转装置上的轮胎 ，导致反打点发生。
Equipment malfunction, after repair, the employee did not confirm the tire on the flipping device, resulting in a reverse marking.
根本原因改善措施：设备程序增加翻转位置轮胎确认提醒
Root cause improvement measures: Equipment program adds tire confirmation reminder for flipping position",员工设备处理 后，容易遗忘,追加设备弹窗 提醒“轮胎方向确认”，提醒员工进行确认,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=216C9394EB5DD51DE0633C071FCA91D2
QI-2024-00120,DP,Mass Production,HMC,Casper,AX,2024-09-04,2024-09-05,N,null,2024-11-14,Y,2024-11-21,Complete,Non-official(In-line),ASIA(Korea),1027178,Manufacturing,Defect,FM,"9월 4일 조립라인(GGM) 서열장 서열중 F.M 추정 S/W 손상 타이어 발견 
","F.M 이라고 판단되어 1:1 맞교환 처리후 고품 확보 대전 QA팀 송부 
세부 내역 고품 회수하여 분석 예정",가류공정 Bladder 코팅제 도포시 코팅제가 몰드에 유입되어 가류된 것으로 판단,재발 방지를 위해 도포제 도포후 금형 이물 확인 및 제거 철저 필요,Bladder 코팅제 몰드 유입,"Side판 몰드 청소 실시, Bladder 코팅제 도포후 몰드 육안 확인후 G/T 투입",https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=2155F476461C3661E0633C071FCAFC55
QI-2024-00119,HP,Development,LANTU,H37,H37,2024-08-28,2024-08-30,N,null,2024-11-21,N,2024-12-18,Complete,In-Line(OE),ASIA(China),1034090,In-Line,Marking,"UMM
(Uniformity Miss marking)","M-code:1035771
On August 29th, LANTU reported that the surface of the tire turned red and yellow.",Invite tires to return to CTC for analysis.,"1.Rubber antioxidant separate out.
2.Regarding this issue, Lantu SQE visited HP on September 3-4.
3.LANTU has not returned the tire.",Rubber antioxidant separate out.This is the norm.,S/W rubber 6ppd and RD separate out.,It's a normal phenomenon.,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=20E3EE27D81600A4E0633C071FCAA88F
